,card_number,expiry_date,card_provider,date_payment_confirmed
12878,3572947767673700.0,2031-12-01 00:00:00,JCB 16 digit,2013-09-12 00:00:00
12879,2544723715626000.0,2025-04-01 00:00:00,Mastercard,2007-04-02 00:00:00
12880,377281845742296.0,2030-11-01 00:00:00,American Express,2019-01-16 00:00:00
12881,376794210151530.0,2022-12-01 00:00:00,American Express,1998-06-23 00:00:00
12882,3598241538405340.0,2026-06-01 00:00:00,JCB 16 digit,1995-06-07 00:00:00
12883,180070321935566.0,2023-07-01 00:00:00,JCB 15 digit,2010-05-16 00:00:00
12884,4219609751090600.0,2026-10-01 00:00:00,VISA 16 digit,2017-01-12 00:00:00
12885,3549446754648130.0,2028-08-01 00:00:00,JCB 16 digit,2022-11-02 00:00:00
12886,2239300894279430.0,2026-06-01 00:00:00,Mastercard,1996-10-30 00:00:00
12887,675963322416.0,2027-12-01 00:00:00,Maestro,2003-03-13 00:00:00
12888,370459018272260.0,2028-03-01 00:00:00,American Express,1998-06-14 00:00:00
12889,4719412289753200.0,2031-05-01 00:00:00,VISA 16 digit,2005-07-12 00:00:00
12890,4522159746189750.0,2027-08-01 00:00:00,VISA 16 digit,1999-06-03 00:00:00
12891,4.77811985463346e+18,2027-12-01 00:00:00,VISA 19 digit,2011-03-15 00:00:00
12892,30309232498575.0,2025-03-01 00:00:00,Diners Club  Carte Blanche,2000-03-22 00:00:00
12893,4686736952781.0,2027-06-01 00:00:00,VISA 13 digit,1995-03-03 00:00:00
12894,4234123184567.0,2027-05-01 00:00:00,VISA 13 digit,1993-12-08 00:00:00
12895,6011315600443690.0,2030-11-01 00:00:00,Discover,1995-03-18 00:00:00
12896,2290163164236950.0,2032-09-01 00:00:00,Mastercard,1998-12-25 00:00:00
12897,3527424115301220.0,2023-06-01 00:00:00,JCB 16 digit,2017-04-05 00:00:00
12898,584277587682.0,2023-03-01 00:00:00,Maestro,2013-03-19 00:00:00
12899,2313339815954000.0,2024-12-01 00:00:00,Mastercard,2004-05-10 00:00:00
12900,4414523690449490.0,2030-08-01 00:00:00,VISA 16 digit,2004-10-02 00:00:00
12901,4.32196132349364e+18,2027-06-01 00:00:00,VISA 19 digit,2010-05-07 00:00:00
12902,180048928274787.0,2024-01-01 00:00:00,JCB 15 digit,2001-03-20 00:00:00
12903,501890280701.0,2029-08-01 00:00:00,Maestro,1995-04-21 00:00:00
12904,378803675447859.0,2026-06-01 00:00:00,American Express,2001-10-28 00:00:00
12905,30170768220696.0,2026-10-01 00:00:00,Diners Club  Carte Blanche,2013-05-20 00:00:00
12906,4994105191480200.0,2025-06-01 00:00:00,VISA 16 digit,2021-09-21 00:00:00
12907,4498401019748360.0,2026-02-01 00:00:00,VISA 16 digit,2014-11-18 00:00:00
12908,373518175098268.0,2030-05-01 00:00:00,American Express,2016-06-18 00:00:00
12909,4354672820278.0,2031-07-01 00:00:00,VISA 13 digit,2001-11-17 00:00:00
12910,4.72102725215067e+18,2030-07-01 00:00:00,VISA 19 digit,1994-09-03 00:00:00
12911,4339537703198160.0,2029-09-01 00:00:00,VISA 16 digit,1999-08-16 00:00:00
12912,4439738353116580.0,2023-03-01 00:00:00,VISA 16 digit,2009-10-03 00:00:00
12913,3507564409351150.0,2029-06-01 00:00:00,JCB 16 digit,2009-09-28 00:00:00
12914,4645549920484.0,2027-02-01 00:00:00,VISA 13 digit,2022-01-09 00:00:00
12915,213168492339591.0,2025-02-01 00:00:00,JCB 15 digit,2006-06-08 00:00:00
12916,180032038570037.0,2025-06-01 00:00:00,JCB 15 digit,2011-10-28 00:00:00
12917,372310073303276.0,2031-08-01 00:00:00,American Express,2007-09-23 00:00:00
12918,213156579842272.0,2025-01-01 00:00:00,JCB 15 digit,1997-10-10 00:00:00
12919,378426953556041.0,2026-12-01 00:00:00,American Express,2005-07-24 00:00:00
12920,4288872370646500.0,2027-10-01 00:00:00,VISA 16 digit,2010-01-18 00:00:00
12921,213117009306106.0,2030-01-01 00:00:00,JCB 15 digit,2019-09-29 00:00:00
12922,4978195479558.0,2031-06-01 00:00:00,VISA 13 digit,1994-06-24 00:00:00
12923,503850190201.0,2029-05-01 00:00:00,Maestro,1998-06-10 00:00:00
12924,180062819455678.0,2032-10-01 00:00:00,JCB 15 digit,1998-07-05 00:00:00
12925,2460007774697790.0,2027-09-01 00:00:00,Mastercard,2009-08-24 00:00:00
12926,213184038525650.0,2024-06-01 00:00:00,JCB 15 digit,2004-09-28 00:00:00
12927,2710896119875600.0,2023-08-01 00:00:00,Mastercard,1999-03-29 00:00:00
12928,4842100620660500.0,2031-04-01 00:00:00,VISA 16 digit,1997-07-11 00:00:00
12929,3501692215936660.0,2029-04-01 00:00:00,JCB 16 digit,2016-01-12 00:00:00
12930,3543972566891570.0,2027-09-01 00:00:00,JCB 16 digit,2002-05-31 00:00:00
12931,2243174180682600.0,2027-10-01 00:00:00,Mastercard,2016-03-25 00:00:00
12932,4425251632967810.0,2030-10-01 00:00:00,VISA 16 digit,2018-10-03 00:00:00
12933,4132459972086380.0,2030-10-01 00:00:00,VISA 16 digit,2006-03-21 00:00:00
12934,4912633496478.0,2023-10-01 00:00:00,VISA 13 digit,2004-02-02 00:00:00
12935,2709431723454710.0,2028-06-01 00:00:00,Mastercard,1999-06-03 00:00:00
12936,503838330176.0,2025-03-01 00:00:00,Maestro,1996-08-01 00:00:00
12937,4382596114841360.0,2028-03-01 00:00:00,VISA 16 digit,1998-03-24 00:00:00
12938,342555532904588.0,2024-08-01 00:00:00,American Express,1997-07-30 00:00:00
12939,30245662741144.0,2032-11-01 00:00:00,Diners Club  Carte Blanche,2020-06-02 00:00:00
12940,4019493230715560.0,2025-03-01 00:00:00,VISA 16 digit,2005-04-04 00:00:00
12941,3544471699600860.0,2025-11-01 00:00:00,JCB 16 digit,1996-06-26 00:00:00
12942,213191687239046.0,2026-08-01 00:00:00,JCB 15 digit,2000-12-10 00:00:00
12943,4349196926388500.0,2030-12-01 00:00:00,VISA 16 digit,2003-09-28 00:00:00
12944,30227103616705.0,2024-10-01 00:00:00,Diners Club  Carte Blanche,2013-09-24 00:00:00
12945,4200326410217030.0,2023-12-01 00:00:00,VISA 16 digit,1997-12-03 00:00:00
12946,180041507375224.0,2030-07-01 00:00:00,JCB 15 digit,1997-06-29 00:00:00
12947,30203157323035.0,2028-07-01 00:00:00,Diners Club  Carte Blanche,1994-03-31 00:00:00
12948,6011209891475720.0,2028-06-01 00:00:00,Discover,2014-06-03 00:00:00
12949,561433071462.0,2031-10-01 00:00:00,Maestro,2014-10-08 00:00:00
12950,3562533612464800.0,2027-05-01 00:00:00,JCB 16 digit,2005-09-28 00:00:00
12951,576306185405.0,2032-04-01 00:00:00,Maestro,1996-02-29 00:00:00
12952,2296547480443970.0,2032-05-01 00:00:00,Mastercard,2008-09-22 00:00:00
12953,3592451073710620.0,2032-10-01 00:00:00,JCB 16 digit,2016-10-06 00:00:00
12954,4476094407804.0,2031-04-01 00:00:00,VISA 13 digit,1996-06-12 00:00:00
12955,4.21867716105894e+18,2029-06-01 00:00:00,VISA 19 digit,2021-12-13 00:00:00
12956,30264651223352.0,2030-01-01 00:00:00,Diners Club  Carte Blanche,1993-08-26 00:00:00
12957,3576725344331820.0,2024-09-01 00:00:00,JCB 16 digit,2001-10-21 00:00:00
12958,2601154054458780.0,2032-01-01 00:00:00,Mastercard,2015-03-12 00:00:00
12959,30065001109088.0,2029-12-01 00:00:00,Diners Club  Carte Blanche,1995-02-17 00:00:00
12960,639076468094.0,2031-12-01 00:00:00,Maestro,2013-07-07 00:00:00
12961,6530162698840880.0,2029-07-01 00:00:00,Discover,1995-05-20 00:00:00
12962,30584067717717.0,2032-03-01 00:00:00,Diners Club  Carte Blanche,2015-04-15 00:00:00
12963,3504202118076110.0,2026-04-01 00:00:00,JCB 16 digit,2000-03-13 00:00:00
12964,36511582371799.0,2024-10-01 00:00:00,Diners Club  Carte Blanche,2013-12-26 00:00:00
12965,4913109195168530.0,2032-10-01 00:00:00,VISA 16 digit,2017-01-04 00:00:00
12966,180087014255045.0,2030-09-01 00:00:00,JCB 15 digit,2022-02-16 00:00:00
12967,4348245318219170.0,2026-06-01 00:00:00,VISA 16 digit,1994-09-05 00:00:00
12968,2275478386833960.0,2026-05-01 00:00:00,Mastercard,2020-04-23 00:00:00
12969,3579419826613650.0,2030-02-01 00:00:00,JCB 16 digit,2001-11-11 00:00:00
12970,30104679365753.0,2023-10-01 00:00:00,Diners Club  Carte Blanche,2003-06-29 00:00:00
12971,30023416137996.0,2028-07-01 00:00:00,Diners Club  Carte Blanche,1993-11-25 00:00:00
12972,213153497628834.0,2025-03-01 00:00:00,JCB 15 digit,2002-03-24 00:00:00
12973,676200883657.0,2027-11-01 00:00:00,Maestro,1998-06-13 00:00:00
12974,4672788864627150.0,2032-03-01 00:00:00,VISA 16 digit,2008-04-14 00:00:00
12975,2483904931015450.0,2025-06-01 00:00:00,Mastercard,2014-09-25 00:00:00
12976,348634322062016.0,2025-09-01 00:00:00,American Express,2000-03-15 00:00:00
12977,2235521138273950.0,2030-04-01 00:00:00,Mastercard,2019-06-30 00:00:00
12978,4.11888204204507e+18,2025-02-01 00:00:00,VISA 19 digit,2017-04-29 00:00:00
12979,4.14517242073575e+18,2032-04-01 00:00:00,VISA 19 digit,2016-08-07 00:00:00
12980,6011070631718610.0,2031-08-01 00:00:00,Discover,2015-07-01 00:00:00
12981,3557370760424670.0,2023-08-01 00:00:00,JCB 16 digit,2017-08-30 00:00:00
12982,3597686181699690.0,2026-02-01 00:00:00,JCB 16 digit,2017-03-06 00:00:00
12983,4967083459273120.0,2032-07-01 00:00:00,VISA 16 digit,2005-10-16 00:00:00
12984,180045029481832.0,2025-06-01 00:00:00,JCB 15 digit,1996-08-23 00:00:00
12985,4216817872078.0,2025-06-01 00:00:00,VISA 13 digit,1998-05-08 00:00:00
12986,4370342612598190.0,2024-04-01 00:00:00,VISA 16 digit,2014-11-03 00:00:00
12987,3584927419294560.0,2032-02-01 00:00:00,JCB 16 digit,2001-09-24 00:00:00
12988,676242679824.0,2028-07-01 00:00:00,Maestro,2002-08-06 00:00:00
12989,6011037364661030.0,2028-08-01 00:00:00,Discover,2017-09-15 00:00:00
12990,3502054531617170.0,2029-01-01 00:00:00,JCB 16 digit,2006-09-27 00:00:00
12991,4.60109039887815e+18,2029-05-01 00:00:00,VISA 19 digit,2020-10-21 00:00:00
12992,676212029281.0,2028-09-01 00:00:00,Maestro,2002-07-02 00:00:00
12993,30574549200028.0,2032-06-01 00:00:00,Diners Club  Carte Blanche,1999-01-08 00:00:00
12994,4127619578430570.0,2029-10-01 00:00:00,VISA 16 digit,1993-03-06 00:00:00
12995,4.95686458026079e+18,2030-07-01 00:00:00,VISA 19 digit,2001-05-03 00:00:00
12996,213181025524480.0,2023-01-01 00:00:00,JCB 15 digit,1999-07-19 00:00:00
12997,371924999870225.0,2032-03-01 00:00:00,American Express,1993-08-09 00:00:00
12998,6011889495876390.0,2032-06-01 00:00:00,Discover,1995-11-10 00:00:00
12999,4236759360868620.0,2028-05-01 00:00:00,VISA 16 digit,2021-02-18 00:00:00
13000,3585096388780470.0,2026-06-01 00:00:00,JCB 16 digit,2006-05-10 00:00:00
13001,180054853647740.0,2026-04-01 00:00:00,JCB 15 digit,1999-04-11 00:00:00
13002,3513839149069210.0,2031-02-01 00:00:00,JCB 16 digit,2009-05-26 00:00:00
13003,3541143332199440.0,2028-02-01 00:00:00,JCB 16 digit,2019-11-24 00:00:00
13004,4.66083290318015e+18,2027-06-01 00:00:00,VISA 19 digit,1999-07-09 00:00:00
13005,675945690757.0,2027-09-01 00:00:00,Maestro,2019-01-24 00:00:00
13006,4.43374745460735e+18,2031-05-01 00:00:00,VISA 19 digit,1996-08-17 00:00:00
13007,4.79935290924923e+18,2030-05-01 00:00:00,VISA 19 digit,2018-07-01 00:00:00
13008,4725923885829900.0,2027-12-01 00:00:00,VISA 16 digit,2014-09-30 00:00:00
13009,3572747689188980.0,2028-02-01 00:00:00,JCB 16 digit,2008-08-12 00:00:00
13010,3519492565764920.0,2026-02-01 00:00:00,JCB 16 digit,2008-06-15 00:00:00
13011,2280218736587840.0,2032-07-01 00:00:00,Mastercard,2008-09-30 00:00:00
13012,3502822832457360.0,2028-03-01 00:00:00,JCB 16 digit,2021-11-07 00:00:00
13013,213189110293812.0,2031-05-01 00:00:00,JCB 15 digit,2005-11-19 00:00:00
13014,4.28488568891781e+18,2026-01-01 00:00:00,VISA 19 digit,2007-07-29 00:00:00
13015,5222848273537550.0,2026-08-01 00:00:00,Mastercard,2017-10-13 00:00:00
13016,346443655793227.0,2025-09-01 00:00:00,American Express,1998-03-26 00:00:00
13017,4153601300591710.0,2030-09-01 00:00:00,VISA 16 digit,2010-03-27 00:00:00
13018,676208801107.0,2028-04-01 00:00:00,Maestro,1994-08-10 00:00:00
13019,4108742957745450.0,2026-11-01 00:00:00,VISA 16 digit,2013-08-09 00:00:00
13020,30224730791621.0,2030-04-01 00:00:00,Diners Club  Carte Blanche,2020-01-10 00:00:00
13021,675979842654.0,2026-07-01 00:00:00,Maestro,2011-05-07 00:00:00
13022,4524360646165.0,2030-04-01 00:00:00,VISA 13 digit,2002-01-08 00:00:00
13023,4337499245688.0,2023-05-01 00:00:00,VISA 13 digit,2019-01-16 00:00:00
13024,5170436349104250.0,2029-08-01 00:00:00,Mastercard,1995-05-19 00:00:00
13025,4988032968802070.0,2029-02-01 00:00:00,VISA 16 digit,1995-07-23 00:00:00
13026,213114301366839.0,2023-07-01 00:00:00,JCB 15 digit,2018-06-27 00:00:00
13027,4.60094044567498e+18,2028-02-01 00:00:00,VISA 19 digit,1998-05-21 00:00:00
13028,4242541875010840.0,2032-07-01 00:00:00,VISA 16 digit,2021-02-06 00:00:00
13029,373689351103782.0,2026-11-01 00:00:00,American Express,2013-01-10 00:00:00
13030,180023829506298.0,2026-06-01 00:00:00,JCB 15 digit,2019-08-17 00:00:00
13031,6011582416821120.0,2031-04-01 00:00:00,Discover,2004-01-16 00:00:00
13032,4988247987347100.0,2024-05-01 00:00:00,VISA 16 digit,2015-04-21 00:00:00
13033,630405495239.0,2029-10-01 00:00:00,Maestro,2015-03-28 00:00:00
13034,6011605063639780.0,2026-12-01 00:00:00,Discover,2000-12-19 00:00:00
13035,501868540466.0,2023-12-01 00:00:00,Maestro,2015-10-13 00:00:00
13036,213109997710944.0,2027-06-01 00:00:00,JCB 15 digit,2021-08-02 00:00:00
13037,3598349983632990.0,2024-02-01 00:00:00,JCB 16 digit,2000-01-06 00:00:00
13038,343343873424428.0,2030-01-01 00:00:00,American Express,2005-04-26 00:00:00
13039,60478012697.0,2026-10-01 00:00:00,Maestro,2006-03-04 00:00:00
13040,4378345582062300.0,2026-11-01 00:00:00,VISA 16 digit,2003-12-12 00:00:00
13041,4.21829316175073e+18,2024-10-01 00:00:00,VISA 19 digit,2010-01-16 00:00:00
13042,373735818370876.0,2028-06-01 00:00:00,American Express,2014-07-18 00:00:00
13043,6514697291741900.0,2025-01-01 00:00:00,Discover,2015-09-28 00:00:00
13044,4.11708916970792e+18,2030-04-01 00:00:00,VISA 19 digit,2011-02-21 00:00:00
13045,501874557132.0,2028-09-01 00:00:00,Maestro,2016-01-31 00:00:00
13046,503828342371.0,2029-05-01 00:00:00,Maestro,2006-07-07 00:00:00
13047,4207552668157240.0,2025-02-01 00:00:00,VISA 16 digit,2008-03-10 00:00:00
13048,213177684221681.0,2028-06-01 00:00:00,JCB 15 digit,2003-07-25 00:00:00
13049,3547510115105990.0,2027-08-01 00:00:00,JCB 16 digit,2002-03-06 00:00:00
13050,344446882314032.0,2030-11-01 00:00:00,American Express,1994-02-19 00:00:00
13051,213199570672926.0,2031-07-01 00:00:00,JCB 15 digit,2021-03-06 00:00:00
13052,3580476077601050.0,2024-11-01 00:00:00,JCB 16 digit,2010-12-13 00:00:00
13053,4721339503151670.0,2032-08-01 00:00:00,VISA 16 digit,2003-06-30 00:00:00
13054,4191307562275.0,2023-05-01 00:00:00,VISA 13 digit,2007-01-22 00:00:00
13055,6587083195339360.0,2023-12-01 00:00:00,Discover,2005-04-28 00:00:00
13056,3576103463204120.0,2028-04-01 00:00:00,JCB 16 digit,2003-04-22 00:00:00
13057,4467541689599.0,2032-06-01 00:00:00,VISA 13 digit,2016-08-31 00:00:00
13058,4547927287199.0,2026-06-01 00:00:00,VISA 13 digit,2010-02-27 00:00:00
13059,4.22452956609327e+18,2031-06-01 00:00:00,VISA 19 digit,2010-04-26 00:00:00
13060,2711572960243640.0,2023-02-01 00:00:00,Mastercard,1995-10-13 00:00:00
13061,343030824724028.0,2027-07-01 00:00:00,American Express,2015-09-30 00:00:00
13062,630409115049.0,2029-02-01 00:00:00,Maestro,2021-10-11 00:00:00
13063,4814898053381160.0,2025-05-01 00:00:00,VISA 16 digit,2016-08-15 00:00:00
13064,6011640896396630.0,2028-01-01 00:00:00,Discover,2020-05-31 00:00:00
13065,4370251611508780.0,2025-12-01 00:00:00,VISA 16 digit,2014-08-28 00:00:00
13066,4163569536342470.0,2028-09-01 00:00:00,VISA 16 digit,2022-10-04 00:00:00
13067,4369253925205.0,2026-05-01 00:00:00,VISA 13 digit,2017-11-19 00:00:00
13068,2260470522253210.0,2031-06-01 00:00:00,Mastercard,2021-04-03 00:00:00
13069,2283569552520300.0,2026-07-01 00:00:00,Mastercard,1999-05-31 00:00:00
13070,213153548409259.0,2026-11-01 00:00:00,JCB 15 digit,2006-05-09 00:00:00
13071,374993209690555.0,2023-09-01 00:00:00,American Express,1999-09-20 00:00:00
13072,4783387782186640.0,2028-03-01 00:00:00,VISA 16 digit,2005-02-10 00:00:00
13073,60402706232.0,2024-06-01 00:00:00,Maestro,2003-02-13 00:00:00
13074,30510916902499.0,2030-04-01 00:00:00,Diners Club  Carte Blanche,2016-05-04 00:00:00
13075,4973981166725.0,2023-03-01 00:00:00,VISA 13 digit,2009-05-14 00:00:00
13076,213114616396307.0,2029-07-01 00:00:00,JCB 15 digit,2006-08-18 00:00:00
13077,3585339509528140.0,2028-07-01 00:00:00,JCB 16 digit,2005-04-06 00:00:00
13078,4391536866575430.0,2030-03-01 00:00:00,VISA 16 digit,1993-03-22 00:00:00
13079,3532170591665680.0,2028-01-01 00:00:00,JCB 16 digit,2007-06-08 00:00:00
13080,4.8343790531815e+18,2024-06-01 00:00:00,VISA 19 digit,2021-07-13 00:00:00
13081,4.39595600578225e+18,2026-01-01 00:00:00,VISA 19 digit,2012-11-13 00:00:00
13082,503870206235.0,2028-09-01 00:00:00,Maestro,2021-07-07 00:00:00
13083,213139235888012.0,2025-05-01 00:00:00,JCB 15 digit,1999-09-10 00:00:00
13084,340051173375108.0,2024-04-01 00:00:00,American Express,2000-01-31 00:00:00
13085,4831691912460460.0,2025-02-01 00:00:00,VISA 16 digit,2002-05-14 00:00:00
13086,4548494464262740.0,2031-10-01 00:00:00,VISA 16 digit,2011-02-01 00:00:00
13087,4.51099738123307e+18,2029-12-01 00:00:00,VISA 19 digit,1994-09-04 00:00:00
13088,4.74566349740294e+18,2027-08-01 00:00:00,VISA 19 digit,1995-07-28 00:00:00
13089,180059557357132.0,2030-11-01 00:00:00,JCB 15 digit,2009-09-06 00:00:00
13090,2720951416987940.0,2029-09-01 00:00:00,Mastercard,2014-12-30 00:00:00
13091,377532205263426.0,2023-10-01 00:00:00,American Express,2008-08-02 00:00:00
13092,3592059053750670.0,2025-03-01 00:00:00,JCB 16 digit,1997-12-18 00:00:00
13093,4.80658093271352e+18,2025-02-01 00:00:00,VISA 19 digit,2007-04-23 00:00:00
13094,501880748444.0,2025-10-01 00:00:00,Maestro,1993-09-16 00:00:00
13095,30094613447397.0,2024-05-01 00:00:00,Diners Club  Carte Blanche,2011-05-09 00:00:00
13096,2242977759137760.0,2024-07-01 00:00:00,Mastercard,2011-08-16 00:00:00
13097,4.91187241041539e+18,2029-02-01 00:00:00,VISA 19 digit,1994-01-23 00:00:00
13098,4.21961539535665e+18,2026-10-01 00:00:00,VISA 19 digit,2003-04-13 00:00:00
13099,4711098013243010.0,2027-07-01 00:00:00,VISA 16 digit,2008-05-23 00:00:00
13100,60472432412.0,2029-12-01 00:00:00,Maestro,2019-09-24 00:00:00
13101,3532101657492950.0,2028-10-01 00:00:00,JCB 16 digit,2017-09-06 00:00:00
13102,3507894462899920.0,2030-08-01 00:00:00,JCB 16 digit,1997-10-06 00:00:00
13103,2720511879681830.0,2031-11-01 00:00:00,Mastercard,2012-05-04 00:00:00
13104,4058141393220380.0,2031-08-01 00:00:00,VISA 16 digit,2001-11-23 00:00:00
13105,376093973677348.0,2032-07-01 00:00:00,American Express,2006-12-07 00:00:00
13106,3524715828225140.0,2023-03-01 00:00:00,JCB 16 digit,1997-03-15 00:00:00
13107,213118925065842.0,2027-12-01 00:00:00,JCB 15 digit,2017-12-16 00:00:00
13108,6504062467897020.0,2023-01-01 00:00:00,Discover,2017-01-19 00:00:00
13109,4527212525768.0,2028-04-01 00:00:00,VISA 13 digit,2002-05-11 00:00:00
13110,4217422178755470.0,2027-02-01 00:00:00,VISA 16 digit,2018-06-09 00:00:00
13111,2720692871847790.0,2026-04-01 00:00:00,Mastercard,1996-11-21 00:00:00
13112,3551786210188680.0,2030-03-01 00:00:00,JCB 16 digit,1994-08-02 00:00:00
13113,3584981563237630.0,2032-09-01 00:00:00,JCB 16 digit,2007-04-08 00:00:00
13114,213108929620767.0,2025-01-01 00:00:00,JCB 15 digit,1996-05-11 00:00:00
13115,30299696509159.0,2025-04-01 00:00:00,Diners Club  Carte Blanche,1993-02-01 00:00:00
13116,2437655754359140.0,2030-04-01 00:00:00,Mastercard,2018-06-08 00:00:00
13117,6011688288776360.0,2023-01-01 00:00:00,Discover,2021-06-12 00:00:00
13118,180003387144005.0,2027-04-01 00:00:00,JCB 15 digit,1999-08-10 00:00:00
13119,6596395062184360.0,2023-09-01 00:00:00,Discover,2019-11-17 00:00:00
13120,3504856339273840.0,2032-07-01 00:00:00,JCB 16 digit,1995-05-06 00:00:00
13121,30233890367973.0,2025-01-01 00:00:00,Diners Club  Carte Blanche,1998-09-01 00:00:00
13122,4549633414372.0,2025-02-01 00:00:00,VISA 13 digit,1994-12-19 00:00:00
13123,4.31140684235038e+18,2031-11-01 00:00:00,VISA 19 digit,2005-08-06 00:00:00
13124,4241608018038.0,2032-10-01 00:00:00,VISA 13 digit,1998-09-25 00:00:00
13125,4734303208250.0,2031-05-01 00:00:00,VISA 13 digit,2018-10-31 00:00:00
13126,4869821942824540.0,2032-09-01 00:00:00,VISA 16 digit,2022-01-23 00:00:00
13127,4223569219904.0,2026-03-01 00:00:00,VISA 13 digit,2000-05-26 00:00:00
13128,4663392685969460.0,2024-02-01 00:00:00,VISA 16 digit,2017-08-29 00:00:00
13129,584700737318.0,2026-03-01 00:00:00,Maestro,2010-04-29 00:00:00
13130,4236351832429.0,2027-09-01 00:00:00,VISA 13 digit,2022-10-27 00:00:00
13131,6519815691073180.0,2029-01-01 00:00:00,Discover,2015-10-29 00:00:00
13132,2252434010097340.0,2023-03-01 00:00:00,Mastercard,2016-12-07 00:00:00
13133,180030037152559.0,2024-10-01 00:00:00,JCB 15 digit,2020-03-21 00:00:00
13134,372630598970097.0,2027-07-01 00:00:00,American Express,1998-04-12 00:00:00
13135,30451392340666.0,2027-04-01 00:00:00,Diners Club  Carte Blanche,1994-03-14 00:00:00
13136,4.65534903493822e+18,2032-01-01 00:00:00,VISA 19 digit,2013-12-20 00:00:00
13137,30378851314421.0,2029-04-01 00:00:00,Diners Club  Carte Blanche,2010-01-01 00:00:00
13138,5590195675337960.0,2032-06-01 00:00:00,Mastercard,2002-12-30 00:00:00
13139,6528914104018440.0,2025-06-01 00:00:00,Discover,1998-05-21 00:00:00
13140,4.13067585552277e+18,2025-11-01 00:00:00,VISA 19 digit,2014-02-09 00:00:00
13141,2237176331535190.0,2028-09-01 00:00:00,Mastercard,2000-02-03 00:00:00
13142,4.29181617446598e+18,2032-01-01 00:00:00,VISA 19 digit,2012-05-23 00:00:00
13143,4173531655604.0,2024-07-01 00:00:00,VISA 13 digit,2011-10-28 00:00:00
13144,4887398667536480.0,2031-06-01 00:00:00,VISA 16 digit,2014-02-27 00:00:00
13145,4.53179004379034e+18,2032-04-01 00:00:00,VISA 19 digit,1997-12-12 00:00:00
13146,3579429063952470.0,2030-05-01 00:00:00,JCB 16 digit,2003-02-16 00:00:00
13147,4134972860751730.0,2027-08-01 00:00:00,VISA 16 digit,2015-08-22 00:00:00
13148,38246525273186.0,2024-10-01 00:00:00,Diners Club  Carte Blanche,2011-07-10 00:00:00
13149,345151972399120.0,2023-03-01 00:00:00,American Express,2004-08-12 00:00:00
13150,4550941827118660.0,2028-07-01 00:00:00,VISA 16 digit,1998-09-15 00:00:00
13151,3593217437529890.0,2030-12-01 00:00:00,JCB 16 digit,2015-01-18 00:00:00
13152,4011057871892.0,2029-09-01 00:00:00,VISA 13 digit,1997-04-28 00:00:00
13153,3511526144026990.0,2028-11-01 00:00:00,JCB 16 digit,2006-02-16 00:00:00
13154,571970379582.0,2027-05-01 00:00:00,Maestro,2021-03-13 00:00:00
13155,4774864214941.0,2029-05-01 00:00:00,VISA 13 digit,1997-09-02 00:00:00
13156,343317824967396.0,2032-03-01 00:00:00,American Express,2017-08-15 00:00:00
13157,30084735487793.0,2032-07-01 00:00:00,Diners Club  Carte Blanche,2022-02-22 00:00:00
13158,4734017172743.0,2032-01-01 00:00:00,VISA 13 digit,2017-12-08 00:00:00
13159,581814946181.0,2025-03-01 00:00:00,Maestro,2011-10-10 00:00:00
13160,3564645392637490.0,2025-11-01 00:00:00,JCB 16 digit,2015-11-03 00:00:00
13161,4413308234815.0,2028-05-01 00:00:00,VISA 13 digit,2007-11-23 00:00:00
13162,4.46510689266884e+18,2023-09-01 00:00:00,VISA 19 digit,1997-05-26 00:00:00
13163,4149734916002200.0,2032-10-01 00:00:00,VISA 16 digit,2019-08-16 00:00:00
13164,2713518475702510.0,2032-06-01 00:00:00,Mastercard,2000-12-02 00:00:00
13165,584291072687.0,2023-12-01 00:00:00,Maestro,2021-09-24 00:00:00
13166,30331347878632.0,2027-12-01 00:00:00,Diners Club  Carte Blanche,2010-06-20 00:00:00
13167,3531467823689280.0,2031-12-01 00:00:00,JCB 16 digit,2004-08-30 00:00:00
13168,2719426615559360.0,2032-10-01 00:00:00,Mastercard,1997-11-25 00:00:00
13169,3529723487555760.0,2025-04-01 00:00:00,JCB 16 digit,2013-09-14 00:00:00
13170,30515086031920.0,2028-09-01 00:00:00,Diners Club  Carte Blanche,2018-07-26 00:00:00
13171,675979878179.0,2030-01-01 00:00:00,Maestro,2015-10-09 00:00:00
13172,4.37863824127011e+18,2032-08-01 00:00:00,VISA 19 digit,2011-12-21 00:00:00
13173,4.6413686617802e+18,2027-05-01 00:00:00,VISA 19 digit,2009-11-13 00:00:00
13174,4302199002163940.0,2026-06-01 00:00:00,VISA 16 digit,1995-01-17 00:00:00
13175,3598107111782300.0,2031-08-01 00:00:00,JCB 16 digit,1995-11-22 00:00:00
13176,343221941456848.0,2030-02-01 00:00:00,American Express,2002-09-05 00:00:00
13177,4.75150605241435e+18,2026-01-01 00:00:00,VISA 19 digit,2005-09-07 00:00:00
13178,4205576715728260.0,2028-03-01 00:00:00,VISA 16 digit,2000-10-16 00:00:00
13179,4946848104021950.0,2031-08-01 00:00:00,VISA 16 digit,2008-08-20 00:00:00
13180,3582982786511230.0,2030-02-01 00:00:00,JCB 16 digit,2005-06-15 00:00:00
13181,6011219738242980.0,2023-04-01 00:00:00,Discover,2008-02-13 00:00:00
13182,3562348156864950.0,2028-01-01 00:00:00,JCB 16 digit,2022-05-12 00:00:00
